,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,listing_type
1516,275900.0,1.0,2.0,1140.0 ,276500.0,2300.0,Condo for sale
1520,299999.0,1.0,2.0,813.0 ,312700.0,1862.0,Condo for sale
1521,599000.0,1.0,1.0,663.0 ,615896.0,2028.0,Condo for sale
1522,1299000.0,2.0,3.0,1340.0 ,1421892.0,3628.0,House for sale
1528,898000.0,1.0,2.0,1027.0 ,940528.0,2999.0,House for sale
1546,795000.0,1.0,1.0,736.0 ,802951.0,2317.0,Condo for sale
1551,859000.0,2.0,3.0,1070.0 ,855200.0,3449.0,House for sale
1553,1600000.0,2.0,2.0,1344.0 ,1639000.0,4227.0,Condo for sale
1568,1299888.0,2.0,3.0,1232.0 ,1415433.0,3699.0,House for sale
1575,1499000.0,2.0,3.0,1400.0 ,1510530.0,3696.0,House for sale
1578,1059000.0,5.0,8.0,3231.0 ,1063100.0,4760.0,Multi-family home for sale
1581,1599000.0,2.0,2.0,1914.0 ,1635100.0,3195.0,Multi-family home for sale
1582,2795000.0,4.0,5.0,2792.0 ,2852000.0,8600.0,House for sale
1588,3995000.0,12.0,9.0,4425.0 ,3971400.0,19408.0,Multi-family home for sale
1590,3150000.0,5.0,5.0,3900.0 ,3435498.0,6499.0,House for sale
1592,1075000.0,3.0,3.0,1727.0 ,1164900.0,3633.0,Condo for sale
1593,1888000.0,3.0,4.0,2619.0 ,1940454.0,5295.0,House for sale
1594,560000.0,2.0,2.0,1467.0 ,566120.0,2562.0,Home for sale
1597,1649000.0,5.0,5.0,2230.0 ,1684900.0,5749.0,House for sale
1598,580000.0,3.0,2.0,1130.0 ,588000.0,2560.0,Condo for sale
1601,699000.0,2.0,3.0,1056.0 ,721300.0,2999.0,Condo for sale
1604,310000.0,2.0,4.0,2130.0 ,313100.0,4295.0,Home for sale
1613,1174900.0,3.0,4.0,2264.0 ,1274500.0,3814.0,House for sale
1620,898000.0,3.0,2.0,1105.0 ,916448.0,3069.0,Townhouse for sale
1632,599000.0,2.0,2.0,1209.0 ,573500.0,2799.0,Townhouse for sale
1635,489000.0,1.0,2.0,798.0 ,513655.0,2342.0,Condo for sale
1639,2999000.0,4.0,5.0,3634.0 ,2997400.0,4801.0,House for sale
1640,888000.0,2.0,3.0,1036.0 ,929725.0,3497.0,House for sale
1644,1249800.0,2.0,3.0,1627.0 ,1395400.0,3699.0,House for sale
1645,715000.0,1.0,3.0,960.0 ,771376.0,3214.0,House for sale
1646,2999000.0,3.0,3.0,2908.0 ,3092300.0,10179.0,House for sale
1649,1149950.0,2.0,4.0,1618.0 ,1243778.0,3800.0,House for sale
1650,369990.0,2.0,2.0,1320.0 ,369993.0,2635.0,Home for sale
1653,1070000.0,2.0,3.0,1274.0 ,1152000.0,3614.0,House for sale
1654,1550000.0,3.0,4.0,2451.0 ,1606800.0,5799.0,House for sale
1658,1450000.0,4.0,5.0,2902.0 ,1477300.0,5170.0,House for sale
1667,915000.0,2.0,3.0,1306.0 ,923700.0,3595.0,House for sale
1668,675000.0,3.0,2.0,1032.0 ,648100.0,3399.0,House for sale
1669,869900.0,1.0,1.0,697.0 ,879700.0,2694.0,Condo for sale
1684,1200000.0,3.0,3.0,1440.0 ,1247600.0,3953.0,House for sale
1686,1325000.0,2.0,2.0,1556.0 ,1325000.0,5620.0,Condo for sale
1699,1648300.0,5.0,5.0,3797.0 ,1684400.0,4829.0,House for sale
1706,9800000.0,5.0,4.0,3341.0 ,9582600.0,28488.0,House for sale
1709,499000.0,2.0,3.0,1792.0 ,513300.0,3149.0,House for sale
1711,7880000.0,3.0,4.0,2384.0 ,7682700.0,22967.0,House for sale
1713,525000.0,1.0,1.0,845.0 ,531100.0,2490.0,Condo for sale
1717,935000.0,2.0,4.0,1632.0 ,962400.0,3800.0,Coming soon
1724,259000.0,2.0,2.0,1464.0 ,259000.0,3641.0,Home for sale
1728,599900.0,2.0,4.0,1296.0 ,612700.0,2949.0,House for sale
1729,799000.0,2.0,3.0,1887.0 ,815400.0,3692.0,House for sale
1733,1450000.0,5.0,3.0,1793.0 ,1533655.0,4127.0,Townhouse for sale
1734,22500000.0,7.0,6.0,5098.0 ,21834300.0,46714.0,House for sale
1736,650000.0,3.0,2.0,1392.0 ,621900.0,2963.0,Condo for sale
1741,89900.0,2.0,2.0,1440.0 ,491500.0,2799.0,Home for sale
1745,11750000.0,4.0,3.0,2275.0 ,11324400.0,37642.0,House for sale
1750,725000.0,3.0,3.0,1420.0 ,752300.0,3334.0,Townhouse for sale
1751,615000.0,3.0,2.0,1068.0 ,565400.0,2580.0,Condo for sale
1752,699000.0,2.0,2.0,828.0 ,699100.0,2923.0,House for sale
1755,624777.0,2.0,3.0,1042.0 ,639500.0,2799.0,House for sale
1756,2649900.0,6.0,5.0,4613.0 ,2633400.0,8760.0,House for sale
1757,775000.0,3.0,3.0,1606.0 ,841400.0,3264.0,Condo for sale
1763,450000.0,3.0,2.0,1285.0 ,434300.0,2432.0,Condo for sale
1765,1675000.0,3.0,4.0,2075.0 ,2580500.0,4500.0,House for sale
1767,1299000.0,3.0,4.0,1900.0 ,1322200.0,4570.0,House for sale
1771,630000.0,2.0,3.0,1180.0 ,641615.0,2932.0,Townhouse for sale
1772,750000.0,3.0,5.0,1244.0 ,765500.0,2999.0,House for sale
1773,530000.0,2.0,3.0,1293.0 ,545400.0,2799.0,Townhouse for sale
1775,885000.0,2.0,2.0,1371.0 ,927909.0,3099.0,Townhouse for sale
1777,530000.0,2.0,3.0,970.0 ,553200.0,2704.0,Condo for sale
1778,669000.0,2.0,3.0,1368.0 ,687500.0,2999.0,House for sale
1781,1350000.0,1.0,3.0,1651.0 ,1047900.0,3963.0,House for sale
1794,419000.0,1.0,1.0,658.0 ,422725.0,2195.0,Condo for sale
1796,1699900.0,3.0,4.0,2800.0 ,1792246.0,4500.0,House for sale
1798,825000.0,2.0,3.0,1216.0 ,636500.0,3499.0,House for sale
1800,288000.0,2.0,3.0,1088.0 ,293700.0,3200.0,Home for sale
1801,920000.0,2.0,3.0,2123.0 ,753700.0,3995.0,House for sale
1804,619900.0,2.0,3.0,1066.0 ,625000.0,2734.0,House for sale
1812,789000.0,2.0,4.0,1880.0 ,808800.0,2999.0,House for sale
1837,449000.0,1.0,1.0,544.0 ,454831.0,1929.0,Condo for sale
1839,949000.0,2.0,3.0,1287.0 ,975300.0,3599.0,House for sale
1847,9800000.0,5.0,4.0,2829.0 ,9555700.0,31919.0,House for sale
1850,750000.0,2.0,4.0,1911.0 ,719800.0,3200.0,House for sale
1851,2795000.0,5.0,4.0,4570.0 ,2678900.0,8819.0,House for sale
1863,695000.0,2.0,3.0,1600.0 ,663900.0,2999.0,House for sale
1866,159900.0,1.0,2.0,784.0 ,211900.0,2741.0,Home for sale
1871,79999.0,2.0,2.0,1200.0 ,82760.0,2469.0,Home for sale
1876,859999.0,3.0,4.0,1350.0 ,857200.0,3395.0,House for sale
1885,489000.0,1.0,1.0,704.0 ,436100.0,1980.0,Condo for sale
1901,813000.0,3.0,3.0,1509.0 ,841300.0,3363.0,Townhouse for sale
1904,1979000.0,4.0,5.0,3055.0 ,1560900.0,4288.0,House for sale
1909,575000.0,1.0,0.0,750.0 ,586520.0,2499.0,Condo for sale
1914,948000.0,3.0,3.0,1585.0 ,1004879.0,3669.0,Townhouse for sale
1918,1450000.0,3.0,4.0,1600.0 ,1284300.0,4198.0,Multi-family home for sale
1926,1999000.0,2.0,2.0,3388.0 ,2009000.0,5143.0,Condo for sale
1931,1550000.0,3.0,4.0,2465.0 ,1624900.0,6950.0,House for sale
1941,1125000.0,3.0,4.0,3123.0 ,1131600.0,4728.0,House for sale
1942,228000.0,2.0,3.0,1240.0 ,233200.0,4172.0,Home for sale
1943,869000.0,2.0,3.0,1696.0 ,881600.0,3699.0,House for sale
1948,699000.0,2.0,5.0,1750.0 ,719500.0,3534.0,Townhouse for sale
1950,1583000.0,3.0,5.0,2423.0 ,1650842.0,5140.0,House for sale
1951,649900.0,2.0,3.0,1175.0 ,660156.0,2699.0,House for sale
1959,355000.0,2.0,2.0,959.0 ,370100.0,1999.0,Condo for sale
1963,1695000.0,2.0,4.0,1298.0 ,1636000.0,3850.0,House for sale
1965,798000.0,2.0,2.0,1929.0 ,802000.0,3995.0,Condo for sale
1971,1200000.0,3.0,3.0,3048.0 ,1221600.0,4713.0,House for sale
1973,925000.0,2.0,3.0,1300.0 ,1006400.0,3584.0,House for sale
1974,899000.0,1.0,2.0,1156.0 ,945688.0,3234.0,House for sale
1976,448000.0,1.0,1.0,724.0 ,456259.0,2062.0,Condo for sale
1979,3350000.0,5.0,7.0,6282.0 ,3295000.0,10718.0,House for sale
1985,299500.0,2.0,3.0,1534.0 ,299500.0,2799.0,Home for sale
1986,385000.0,2.0,2.0,890.0 ,394100.0,2326.0,Condo for sale
1999,999999.0,3.0,6.0,3158.0 ,833000.0,4754.0,House for sale
2006,3985000.0,5.0,4.0,5792.0 ,3927700.0,12857.0,House for sale
2007,1249999.0,2.0,3.0,1756.0 ,1377117.0,4300.0,House for sale
2009,1059000.0,2.0,3.0,1832.0 ,1127700.0,3563.0,House for sale
2024,777900.0,2.0,3.0,1757.0 ,800753.0,3200.0,House for sale
2025,549000.0,2.0,3.0,735.0 ,560700.0,2268.0,House for sale
2028,2375000.0,3.0,4.0,1924.0 ,2375000.0,7845.0,House for sale
2029,1062500.0,2.0,3.0,2561.0 ,1085000.0,4914.0,House for sale
