,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,listing_type
4937,2299000.0,1.0,3.0,1269.0 ,2338318.0,3291.0,House for sale
4940,849000.0,3.0,3.0,1496.0 ,889915.0,3563.0,Townhouse for sale
4943,749900.0,3.0,3.0,1750.0 ,774100.0,3928.0,Townhouse for sale
4948,435000.0,1.0,1.0,554.0 ,450900.0,2300.0,Condo for sale
4950,995000.0,2.0,3.0,986.0 ,1126922.0,3366.0,House for sale
4955,999900.0,3.0,4.0,2100.0 ,1034400.0,4133.0,House for sale
4956,1349000.0,5.0,4.0,3370.0 ,1349000.0,4864.0,House for sale
4968,999555.0,2.0,5.0,1703.0 ,1072600.0,4076.0,House for sale
4970,749000.0,2.0,2.0,1423.0 ,801200.0,3750.0,Townhouse for sale
4973,734900.0,3.0,5.0,1567.0 ,748488.0,3270.0,House for sale
4978,589000.0,2.0,1.0,1207.0 ,605900.0,2856.0,Condo for sale
4979,429000.0,2.0,2.0,1144.0 ,442600.0,2167.0,Condo for sale
4982,4290000.0,4.0,5.0,3903.0 ,4268500.0,12484.0,House for sale
4984,1249990.0,2.0,3.0,1633.0 ,1332159.0,3699.0,House for sale
5002,580000.0,2.0,3.0,1439.0 ,594200.0,2943.0,House for sale
5007,6450000.0,6.0,4.0,4638.0 ,6296500.0,9608.0,House for sale
5008,649000.0,2.0,3.0,1246.0 ,670027.0,2990.0,Condo for sale
5023,1850000.0,4.0,3.0,3340.0 ,1921100.0,8322.0,Condo for sale
5024,1198000.0,3.0,3.0,1630.0 ,1235300.0,4200.0,House for sale
5031,1296000.0,3.0,3.0,1554.0 ,1316300.0,4498.0,Condo for sale
5032,3600000.0,2.0,3.0,1336.0 ,1976900.0,3658.0,House for sale
5033,2288000.0,6.0,5.0,4873.0 ,2646400.0,8740.0,House for sale
5036,775000.0,3.0,5.0,2028.0 ,791000.0,3940.0,House for sale
5038,1299000.0,3.0,5.0,1831.0 ,1154300.0,4592.0,House for sale
5040,469000.0,2.0,3.0,1071.0 ,477800.0,2462.0,Condo for sale
5050,1300000.0,3.0,5.0,2800.0 ,1345700.0,5858.0,House for sale
5052,1349000.0,3.0,5.0,2328.0 ,1389300.0,3969.0,House for sale
5053,495000.0,2.0,2.0,1006.0 ,441400.0,2295.0,House for sale
5055,1598888.0,3.0,4.0,3000.0 ,1691400.0,4696.0,House for sale
5056,968000.0,3.0,3.0,1736.0 ,998000.0,3566.0,Coming soon
5057,950000.0,3.0,4.0,1446.0 ,966600.0,3484.0,House for sale
5058,870000.0,3.0,3.0,1330.0 ,898064.0,3264.0,Townhouse for sale
5059,549000.0,2.0,2.0,894.0 ,536700.0,2697.0,Condo for sale
5061,1329000.0,2.0,4.0,1895.0 ,1181800.0,4093.0,House for sale
5072,229000.0,2.0,3.0,1080.0 ,229400.0,2699.0,Home for sale
5074,999000.0,2.0,3.0,1208.0 ,1141714.0,3650.0,House for sale
5075,795000.0,1.0,2.0,1037.0 ,827000.0,3351.0,House for sale
5077,1285000.0,3.0,3.0,1867.0 ,1305580.0,3785.0,Condo for sale
5081,329900.0,1.0,1.0,640.0 ,358800.0,1749.0,Condo for sale
5096,599999.0,3.0,3.0,1492.0 ,621100.0,3467.0,House for sale
5097,1329000.0,3.0,3.0,1609.0 ,1410300.0,4565.0,Condo for sale
5098,260000.0,2.0,2.0,1680.0 ,260000.0,3532.0,Home for sale
5100,949000.0,2.0,4.0,1909.0 ,978300.0,4266.0,House for sale
5101,880000.0,3.0,3.0,1547.0 ,821700.0,3399.0,Townhouse for sale
5103,775000.0,3.0,3.0,1540.0 ,775300.0,3149.0,Townhouse for sale
5104,615000.0,2.0,4.0,1174.0 ,620200.0,2981.0,House for sale
5119,1495000.0,3.0,4.0,2006.0 ,1563600.0,6263.0,House for sale
5128,475000.0,2.0,2.0,877.0 ,494191.0,2364.0,Condo for sale
5132,548000.0,2.0,1.0,1004.0 ,567855.0,2497.0,Condo for sale
5135,919000.0,2.0,2.0,887.0 ,919000.0,2833.0,Condo for sale
5140,1800000.0,2.0,4.0,1928.0 ,1952500.0,5745.0,House for sale
5142,12000000.0,6.0,5.0,7947.0 ,13436400.0,44086.0,House for sale
5143,2768500.0,3.0,5.0,3155.0 ,2999100.0,5526.0,House for sale
5145,1049998.0,3.0,4.0,1626.0 ,1088275.0,3699.0,House for sale
5146,400000.0,1.0,1.0,641.0 ,417700.0,2011.0,Condo for sale
5147,874999.0,2.0,3.0,938.0 ,911148.0,3434.0,House for sale
5148,678000.0,2.0,2.0,1061.0 ,717729.0,2792.0,Condo for sale
5152,445000.0,2.0,1.0,854.0 ,463800.0,2490.0,Condo for sale
5154,848999.0,2.0,3.0,1869.0 ,870600.0,2999.0,House for sale
5159,589000.0,2.0,3.0,1127.0 ,612100.0,2827.0,Condo for sale
5160,950000.0,3.0,3.0,1696.0 ,1003893.0,3800.0,Townhouse for sale
5169,899000.0,2.0,3.0,1040.0 ,951050.0,3413.0,House for sale
5177,1499000.0,3.0,4.0,2704.0 ,1644670.0,4429.0,House for sale
5180,459000.0,2.0,2.0,894.0 ,474100.0,2434.0,House for sale
5183,875000.0,2.0,3.0,1419.0 ,883300.0,3603.0,House for sale
5188,939900.0,2.0,2.0,1479.0 ,978730.0,3468.0,Townhouse for sale
5189,944900.0,1.0,4.0,1178.0 ,980100.0,4065.0,House for sale
5193,1099950.0,3.0,3.0,1666.0 ,1169034.0,3569.0,Townhouse for sale
5194,370000.0,1.0,2.0,738.0 ,397600.0,2100.0,Condo for sale
5198,629900.0,1.0,3.0,1098.0 ,644600.0,2904.0,House for sale
5202,1819000.0,3.0,3.0,2131.0 ,1889000.0,7199.0,Condo for sale
5204,619900.0,3.0,2.0,1373.0 ,618600.0,2949.0,Condo for sale
5208,875000.0,2.0,4.0,1400.0 ,878800.0,3763.0,House for sale
5213,449000.0,2.0,3.0,1071.0 ,457200.0,2462.0,Condo for sale
5214,711900.0,2.0,3.0,1517.0 ,730153.0,3166.0,Townhouse for sale
5215,2650000.0,3.0,4.0,2192.0 ,2650000.0,8672.0,House for sale
5216,689000.0,2.0,2.0,1277.0 ,722900.0,2963.0,Condo for sale
5221,579000.0,1.0,3.0,1063.0 ,593900.0,2820.0,House for sale
5223,1198000.0,2.0,3.0,1641.0 ,1262223.0,3934.0,House for sale
5224,780000.0,3.0,2.0,1232.0 ,813900.0,3227.0,Condo for sale
5241,699000.0,2.0,2.0,1600.0 ,762900.0,3234.0,House for sale
5246,1895000.0,4.0,5.0,2000.0 ,2022200.0,6210.0,House for sale
5248,6900000.0,4.0,4.0,4041.0 ,6533400.0,21728.0,House for sale
5253,625000.0,2.0,2.0,1448.0 ,630000.0,2660.0,House for sale
5256,1299999.0,3.0,3.0,2129.0 ,1087700.0,4023.0,Coming soon
5258,1049000.0,1.0,2.0,758.0 ,918700.0,2910.0,House for sale
5259,598000.0,2.0,2.0,988.0 ,620148.0,2635.0,Townhouse for sale
5263,588000.0,2.0,2.0,832.0 ,581466.0,2589.0,Condo for sale
5265,2299000.0,5.0,4.0,6398.0 ,2299000.0,7620.0,House for sale
5270,302000.0,2.0,2.0,1792.0 ,305000.0,3499.0,Home for sale
5271,2599000.0,3.0,5.0,2566.0 ,2775252.0,5496.0,House for sale
5273,2425000.0,3.0,4.0,2347.0 ,2622865.0,5055.0,House for sale
5276,949000.0,3.0,5.0,3120.0 ,975700.0,4728.0,House for sale
5277,1099000.0,2.0,2.0,1558.0 ,1118800.0,4629.0,House for sale
5278,899000.0,2.0,2.0,988.0 ,1085500.0,2400.0,Condo for sale
5279,559900.0,2.0,2.0,1036.0 ,572469.0,2400.0,Condo for sale
5286,700000.0,2.0,3.0,1466.0 ,751219.0,3413.0,Condo for sale
5289,625000.0,2.0,3.0,1163.0 ,672700.0,2784.0,House for sale
5297,249000.0,2.0,2.0,1760.0 ,248200.0,3534.0,Home for sale
5301,3285000.0,4.0,4.0,3011.0 ,3262900.0,11042.0,House for sale
5302,1389888.0,3.0,4.0,1908.0 ,1257300.0,3999.0,House for sale
5303,1698000.0,2.0,3.0,1686.0 ,1682200.0,4450.0,House for sale
5306,729999.0,3.0,3.0,1314.0 ,771411.0,3249.0,Townhouse for sale
5311,518000.0,2.0,2.0,1223.0 ,526469.0,2791.0,Condo for sale
5318,829000.0,3.0,3.0,1348.0 ,861163.0,3300.0,Townhouse for sale
5324,285000.0,2.0,3.0,1469.0 ,285000.0,3779.0,Home for sale
5328,245000.0,2.0,3.0,1440.0 ,245000.0,3931.0,Home for sale
5329,569900.0,3.0,3.0,1485.0 ,708600.0,2981.0,Coming soon
5330,1180000.0,2.0,3.0,1118.0 ,1183900.0,3569.0,House for sale
5334,795000.0,2.0,2.0,1261.0 ,829696.0,3084.0,Condo for sale
5335,1575000.0,4.0,5.0,2052.0 ,1674693.0,4598.0,House for sale
5344,439000.0,1.0,1.0,672.0 ,456300.0,1959.0,Condo for sale
5346,655000.0,2.0,3.0,1014.0 ,656100.0,2996.0,House for sale
5349,2299800.0,4.0,4.0,2071.0 ,2467257.0,4500.0,House for sale
5352,319000.0,1.0,2.0,866.0 ,332600.0,1999.0,Coming soon
5354,974900.0,3.0,4.0,2000.0 ,1003900.0,4426.0,House for sale
5365,799999.0,2.0,2.0,1148.0 ,836483.0,2993.0,Condo for sale
5366,859000.0,3.0,4.0,1954.0 ,877501.0,4099.0,Townhouse for sale
5380,619000.0,2.0,3.0,1565.0 ,638100.0,2999.0,House for sale
5381,559900.0,2.0,2.0,904.0 ,573749.0,2443.0,Condo for sale
5386,1200000.0,2.0,3.0,1679.0 ,942700.0,3499.0,House for sale
5391,949900.0,2.0,2.0,1454.0 ,900900.0,3329.0,Coming soon
5392,819000.0,3.0,5.0,1955.0 ,520800.0,2999.0,House for sale
5400,1275000.0,1.0,2.0,1280.0 ,1335880.0,3178.0,House for sale
5403,3900000.0,5.0,5.0,4477.0 ,4107153.0,7180.0,House for sale
5410,179900.0,1.0,2.0,672.0 ,202000.0,2004.0,Home for sale
5419,2495000.0,3.0,4.0,2589.0 ,1786800.0,5281.0,House for sale
5420,705000.0,3.0,3.0,1606.0 ,736800.0,3063.0,House for sale
5423,1550000.0,4.0,5.0,2570.0 ,1640500.0,6351.0,Multi-family home for sale
5429,850000.0,2.0,3.0,1123.0 ,906065.0,3499.0,House for sale
5433,1425000.0,3.0,3.0,2488.0 ,1440800.0,5939.0,Condo for sale
5434,999900.0,2.0,3.0,1666.0 ,1013900.0,3595.0,House for sale
5435,825000.0,3.0,4.0,2389.0 ,841900.0,3800.0,Coming soon
5437,3129000.0,3.0,2.0,1775.0 ,3129000.0,7475.0,Townhouse for sale
5439,1679999.0,3.0,5.0,2184.0 ,1738500.0,4500.0,House for sale
5440,1675000.0,2.0,3.0,2080.0 ,1760400.0,4675.0,House for sale
5447,3974000.0,6.0,5.0,3700.0 ,3940400.0,10452.0,House for sale
5449,1250000.0,2.0,4.0,1817.0 ,1107700.0,3835.0,House for sale
5458,420000.0,1.0,2.0,798.0 ,430327.0,2232.0,Condo for sale
5459,1099000.0,1.0,2.0,870.0 ,1164939.0,3195.0,House for sale
5460,1189900.0,3.0,3.0,1628.0 ,1249156.0,3569.0,Townhouse for sale
5465,999900.0,3.0,3.0,1558.0 ,1008300.0,4717.0,Condo for sale
5468,674999.0,3.0,4.0,1696.0 ,689100.0,3055.0,House for sale
5469,1500000.0,4.0,3.0,2819.0 ,1650700.0,4440.0,House for sale
5474,799000.0,2.0,2.0,1460.0 ,831043.0,3234.0,Condo for sale
5475,437750.0,2.0,2.0,1440.0 ,437800.0,2984.0,Home for sale
5476,479999.0,2.0,3.0,1008.0 ,491300.0,3135.0,Condo for sale
5483,4200000.0,5.0,4.0,4450.0 ,4200000.0,11608.0,House for sale
5484,941000.0,2.0,3.0,1162.0 ,968600.0,3497.0,House for sale
5488,799000.0,2.0,2.0,1284.0 ,799006.0,3099.0,Condo for sale
5490,795000.0,3.0,3.0,1452.0 ,826400.0,3214.0,Condo for sale
5494,1250000.0,2.0,4.0,1636.0 ,1287300.0,3934.0,House for sale
5495,672500.0,2.0,2.0,1020.0 ,705106.0,2797.0,Condo for sale
5496,2650000.0,5.0,5.0,4817.0 ,2650000.0,8694.0,House for sale
5499,1999888.0,3.0,5.0,2681.0 ,2095120.0,4914.0,House for sale
5500,6195000.0,3.0,4.0,3170.0 ,6059600.0,17410.0,House for sale
5501,1650000.0,2.0,4.0,1740.0 ,829200.0,2199.0,House for sale
5504,1009000.0,2.0,3.0,1478.0 ,1047146.0,3614.0,House for sale
5507,599000.0,2.0,4.0,857.0 ,610800.0,2032.0,House for sale
5509,998500.0,3.0,3.0,1803.0 ,1079600.0,3800.0,Coming soon
5513,1295000.0,2.0,4.0,1435.0 ,1330300.0,4128.0,House for sale
5516,935000.0,1.0,3.0,1202.0 ,1091400.0,3329.0,House for sale
5524,1699000.0,3.0,3.0,1790.0 ,1845204.0,4400.0,Townhouse for sale
5525,479000.0,2.0,2.0,1642.0 ,575900.0,3200.0,House for sale
5526,796000.0,2.0,2.0,1229.0 ,828975.0,3027.0,Condo for sale
5528,1090000.0,3.0,3.0,1845.0 ,1088900.0,4235.0,House for sale
5529,749000.0,3.0,2.0,1105.0 ,786496.0,3054.0,Townhouse for sale
5532,259000.0,2.0,2.0,1344.0 ,224600.0,3499.0,Home for sale
5544,650000.0,3.0,4.0,1715.0 ,702800.0,3270.0,House for sale
5549,416000.0,1.0,1.0,650.0 ,437000.0,2499.0,Condo for sale
5551,130000.0,1.0,2.0,744.0 ,133700.0,1997.0,Home for sale
5554,3275000.0,4.0,4.0,2991.0 ,3275000.0,9967.0,House for sale
5556,2749000.0,3.0,4.0,2338.0 ,2793500.0,6340.0,House for sale
5566,929000.0,2.0,3.0,1931.0 ,935800.0,3162.0,House for sale
5568,525000.0,1.0,2.0,880.0 ,547195.0,2466.0,Condo for sale
5572,1888000.0,3.0,4.0,2613.0 ,1985195.0,4925.0,House for sale
5575,775000.0,2.0,3.0,1315.0 ,831400.0,3300.0,House for sale
5581,1249000.0,2.0,4.0,2051.0 ,923600.0,1952.0,House for sale
5583,1995000.0,3.0,4.0,2298.0 ,2066200.0,6632.0,House for sale
5588,2050000.0,4.0,3.0,2765.0 ,2201600.0,6998.0,Townhouse for sale
5594,515000.0,2.0,3.0,1039.0 ,525700.0,2988.0,Condo for sale
5596,27500000.0,4.0,6.0,2684.0 ,1115600.0,4595.0,House for sale
5598,1250000.0,4.0,4.0,2002.0 ,1336279.0,4376.0,Townhouse for sale
5600,570000.0,2.0,2.0,899.0 ,508300.0,2329.0,Condo for sale
5603,1298000.0,2.0,5.0,1910.0 ,1156000.0,4227.0,House for sale
5604,799000.0,2.0,3.0,1260.0 ,833739.0,2999.0,Condo for sale
5609,799000.0,2.0,3.0,1200.0 ,734100.0,3200.0,Coming soon
5615,999000.0,2.0,3.0,1173.0 ,1148000.0,3650.0,House for sale
5618,800000.0,3.0,2.0,1139.0 ,1179700.0,3384.0,Condo for sale
5620,1099000.0,3.0,4.0,2323.0 ,1132400.0,4778.0,House for sale
5622,329999.0,1.0,0.0,461.0 ,340400.0,1810.0,Condo for sale
5624,630000.0,2.0,3.0,989.0 ,569700.0,2684.0,Coming soon
5625,659000.0,2.0,2.0,1470.0 ,675800.0,3013.0,Condo for sale
5633,549000.0,2.0,2.0,1017.0 ,562400.0,2528.0,House for sale
5635,690000.0,2.0,2.0,1490.0 ,718749.0,3164.0,Condo for sale
5642,3500000.0,4.0,5.0,3615.0 ,3500000.0,11467.0,House for sale
5643,650000.0,2.0,4.0,1973.0 ,664400.0,3622.0,House for sale
5645,1699000.0,2.0,3.0,2004.0 ,1620400.0,4558.0,House for sale
5651,6995000.0,5.0,3.0,4682.0 ,6828100.0,22929.0,House for sale
5654,579000.0,2.0,3.0,1050.0 ,605900.0,2996.0,House for sale
5655,7899900.0,4.0,3.0,3200.0 ,7410500.0,25873.0,House for sale
5656,1395000.0,3.0,3.0,2275.0 ,1412300.0,4843.0,House for sale
5665,1625000.0,4.0,6.0,3466.0 ,1621500.0,7066.0,House for sale
5667,16900000.0,6.0,5.0,8175.0 ,16333300.0,18460.0,House for sale
5668,824000.0,2.0,3.0,1647.0 ,853600.0,3122.0,House for sale
5673,987900.0,3.0,3.0,1501.0 ,1041500.0,3298.0,Condo for sale
5674,673000.0,2.0,2.0,1409.0 ,687000.0,2929.0,House for sale
5675,975000.0,2.0,2.0,1141.0 ,961800.0,3327.0,House for sale
5680,1050000.0,2.0,3.0,1230.0 ,1089055.0,3399.0,Townhouse for sale
5681,374900.0,2.0,2.0,896.0 ,362800.0,1995.0,Townhouse for sale
5687,1279000.0,1.0,4.0,1140.0 ,1378444.0,3300.0,House for sale
5690,3795000.0,3.0,4.0,2953.0 ,3870700.0,12784.0,House for sale
5693,579000.0,2.0,3.0,1098.0 ,628700.0,2584.0,House for sale
5703,290000.0,2.0,2.0,991.0 ,304400.0,2134.0,Condo for sale
5719,419999.0,1.0,1.0,633.0 ,433600.0,2031.0,Condo for sale
5729,549900.0,2.0,2.0,1000.0 ,565500.0,2574.0,Condo for sale
5733,1499000.0,4.0,5.0,2285.0 ,1530900.0,5291.0,House for sale
5735,869900.0,2.0,4.0,1616.0 ,952700.0,3597.0,House for sale
5737,899000.0,2.0,3.0,947.0 ,811900.0,2910.0,House for sale
5749,689000.0,3.0,3.0,1437.0 ,677300.0,3181.0,House for sale
5750,748300.0,3.0,4.0,2400.0 ,821900.0,3668.0,Coming soon
5756,1275000.0,2.0,3.0,2003.0 ,1312000.0,3711.0,House for sale
5759,1800000.0,4.0,4.0,4184.0 ,1800011.0,7352.0,House for sale
5765,990000.0,3.0,5.0,2438.0 ,1008700.0,4257.0,House for sale
5771,2790000.0,4.0,4.0,3684.0 ,2882191.0,5851.0,House for sale
5772,1470000.0,3.0,5.0,2606.0 ,1598521.0,4870.0,House for sale
5774,3150000.0,3.0,4.0,3386.0 ,3150000.0,10614.0,House for sale
5777,1799800.0,3.0,5.0,2940.0 ,1965000.0,5028.0,House for sale
5780,498000.0,2.0,2.0,840.0 ,523000.0,2499.0,Condo for sale
5789,885000.0,2.0,3.0,1567.0 ,897800.0,3463.0,House for sale
5791,699000.0,1.0,3.0,935.0 ,724900.0,2949.0,House for sale
5799,480000.0,3.0,2.0,1219.0 ,470800.0,2497.0,Townhouse for sale
5800,665000.0,2.0,2.0,1781.0 ,673866.0,3416.0,Condo for sale
5801,1220000.0,3.0,4.0,1994.0 ,1297300.0,3800.0,House for sale
5805,214900.0,2.0,2.0,1080.0 ,220400.0,1856.0,Home for sale
5809,2149000.0,4.0,3.0,2288.0 ,2154385.0,4614.0,Condo for sale
5812,7295000.0,8.0,6.0,6644.0 ,13140900.0,43609.0,New construction
5814,2495000.0,2.0,2.0,1266.0 ,2408900.0,8144.0,Condo for sale
5816,1325000.0,3.0,4.0,2944.0 ,1361600.0,5969.0,House for sale
5817,949000.0,1.0,2.0,960.0 ,1008114.0,3234.0,House for sale
5821,449000.0,1.0,1.0,699.0 ,453200.0,2428.0,Condo for sale
5823,649000.0,2.0,2.0,910.0 ,669300.0,3494.0,Condo for sale
5825,170000.0,1.0,1.0,516.0 ,171500.0,2424.0,Home for sale
5830,550000.0,2.0,2.0,1153.0 ,606600.0,3266.0,Condo for sale
5833,499900.0,2.0,3.0,1540.0 ,498100.0,3521.0,Home for sale
5834,775000.0,3.0,2.0,1721.0 ,806200.0,3200.0,Townhouse for sale
5835,199900.0,2.0,2.0,1683.0 ,207500.0,3226.0,Home for sale
5844,669900.0,2.0,3.0,1424.0 ,678100.0,2799.0,House for sale
5845,1599900.0,2.0,3.0,1380.0 ,1646000.0,5602.0,Multi-family home for sale
5847,789000.0,2.0,4.0,1727.0 ,793900.0,3200.0,House for sale
5851,1999888.0,3.0,7.0,2655.0 ,2048239.0,5799.0,House for sale
5852,1075000.0,3.0,4.0,2028.0 ,1099700.0,4528.0,House for sale
5857,1575000.0,3.0,4.0,2542.0 ,1585300.0,4500.0,House for sale
5871,839000.0,1.0,2.0,816.0 ,884200.0,2910.0,House for sale
5879,2859000.0,5.0,4.0,5947.0 ,2860400.0,9577.0,House for sale
5880,835000.0,3.0,3.0,1906.0 ,859500.0,3556.0,Townhouse for sale
5881,235000.0,2.0,2.0,1100.0 ,248000.0,2882.0,Home for sale
5888,850000.0,3.0,2.0,1860.0 ,858569.0,3668.0,Condo for sale
5889,1350000.0,3.0,5.0,1800.0 ,985100.0,3497.0,House for sale
